id,op,subop,fecha,hora_inicio,hora_fin,id_rrhh,nº_tocholargo,long_inicial,long_tocho_cortado,cant_tochos cortados ,peso_promedio,long_final,Peso del resto del tocho
25,34,3,20190821,074500,075700,000011,199,600,51.2,7,16.386,243.5,NULL
26,34,4,20190821,084200,085400,000011,199,243.5,38,6,12.294,13.5,NULL
27,34,4,20190821,090300,093000,000011,200,600,38,14,12.294,63.5,NULL
28,34,5,20190821,095500,000010,000011,201,600,52.8,11,16.986,20.1,NULL
29,34,5,20190821,103000,104500,000011,202,600,52.8,8,16.986,178.5,NULL
30,34,6,20190821,105300,110000,000011,202,178.5,51.8,3,16.763,22.2,NULL
31,34,6,20190821,110800,113000,000011,203,600,51.8,11,16.763,28.6,NULL
32,34,6,20190821,113800,115800,000011,204,600,51.8,11,16.763,26.5,NULL
33,34,6,20190821,134000,135800,000011,205,600,51.8,10,17.08,78.8,NULL
34,34,7,20190821,141400,143200,000011,206,600,55.8,9,18.01,98.6,NULL
35,34,8,20190821,143700,144400,000011,206,98.6,44,2,14.128,9.3,NULL
36,34,8,20190821,150400,153100,000011,207,600,44,13,14.128,25.3,NULL
37,34,8,20190821,154000,160200,000011,208,600,44,6,14.128,336,NULL
38,35,1,20190821,161100,162000,000011,208,336,63.1,5,20.427,19.3,NULL
39,35,1,20190821,070100,072500,000011,209,600,63.1,9,20.357,35,NULL
40,35,1,20190822,073700,075900,000011,210,600,63.1,9,20.354,33,NULL
41,35,1,20190821,082700,085000,000011,211,600,63.1,9,20.394,33,NULL
42,35,1,20190822,090300,090400,000011,212,600,63.1,1,20.331,563.6,NULL
43,35,2,20190822,091100,094300,000011,212,536.6,35.3,15,11.464,4,NULL
