id,op,subop,fecha,hora_inicio,hora_fin,id_rrhh,nº_tocholargo,long_inicial,long_tocho_cortado,cant_tochos cortados ,peso_promedio,long_final,Peso del resto del tocho
44,35,2,20190822,100300,102400,000011,213,600,35.3,9,11.508,287,NULL
45,36,1,20190823,101500,103900,000011,214,600,32.5,18,10.504,17.9,NULL
47,36,1,20190823,134700,141000,000011,215,600,52.5,11,16.973,21.2,NULL
48,36,1,20190823,141900,144200,000011,216,600,52.5,11,16.993,20.8,NULL
49,36,1,20190823,145500,151700,000011,217,600,52.5,11,16.953,20.3,NULL
50,36,1,20190823,152200,154300,000011,218,600,52.5,11,16.993,20.6,NULL
51,36,1,20190823,155900,160700,000011,219,600,52.5,5,17.066,346.8,NULL
52,36,2,20190823,161200,162200,000011,219,346.8,52.8,6,16.969,29.5,NULL
53,36,2,20190826,073600,075800,000011,220,600,52.8,11,17.003,28.1,NULL
54,36,2,20190826,083000,084300,000011,221,600,52.8,5,17.16,347.3,NULL
55,36,2,20190826,094000,095100,000011,221,347.3,52.8,6,17.12,29.7,NULL
56,36,2,20190826,100000,102400,000011,222,600,52.8,11,17.01,28.4,NULL
57,36,2,20190826,103300,103400,000011,223,600,52.8,1,17.08,557.1,NULL
58,37,1,20190828,155800,162300,000011,223,557.6,47.9,11,15.532,28.2,NULL
59,37,1,20190828,162700,165000,000011,224,600,47.9,11,15.486,80.5,NULL
60,37,2,20190829,070400,070600,000011,224,80.5,48.4,1,15.599,31.8,NULL
61,37,2,20190829,071500,073800,000011,225,600,48.4,12,15.532,20.6,NULL
62,37,2,20190829,074600,080300,000011,226,600,48.4,9,15.509,165.1,NULL
63,38,1,20190829,083900,084600,000011,226,165.1,54.5,3,17.526,1.5,NULL
64,38,1,20190829,085200,091300,000011,227,600,54.5,10,17.65,54,NULL
65,38,1,20190829,092500,093200,000011,228,600,54.5,5,17.57,328.2,NULL
66,38,2,20190829,094000,095000,000011,228,328.2,56,5,18.06,46,NULL
67,38,2,20190829,100000,102000,000011,229,600,56,10,18.067,38.5,NULL
68,38,2,20190829,102500,102900,000011,230,600,56,3,18.12,448.3,NULL
69,38,3,20190829,104000,110700,000011,230,448.3,35.9,12,11.564,18,NULL
70,38,3,20190829,113300,115400,000011,231,600,35.9,11,11.581,212.3,NULL
71,39,1,20190902,162100,162500,000011,131,212.5,53.4,2,16.573,105,NULL
72,39,2,20190919,162900,163700,000011,131,105,43.3,2,14.028,17.6,57.388
73,39,3,20190919,164400,165000,000011,132,600,54.2,2,17.39,505.1,NULL
74,39,4,20190903,064100,064500,000011,132,505.1,49,2,15.846,403.7,NULL
75,39,5,20190903,065600,070000,000011,132,403.7,50.1,2,16.236,302.9,NULL
76,39,6,20190903,070500,070900,000011,132,302.9,37,2,12.091,227.6,NULL
77,40,1,20190903,105000,110000,000011,132,227.6,52,4,17.11,18.5,60.422
78,40,1,20190903,110700,113100,000011,133,600,52.9,11,17.09,27.3,8.793
79,40,1,20190903,131200,134200,000011,134,600,52.9,11,17.126,27.1,8.787
80,40,1,20190903,135400,141800,000011,135,600,52.9,11,16.983,26.6,8.563
81,40,1,20190903,142900,143400,000011,136,600,52.9,3,17.086,450.9,NULL
82,40,2,20190903,144100,150300,000011,136,450.9,39.6,11,12.841,11.1,35.813
83,40,2,20190903,153100,160300,000011,137,600,39.6,15,12.825,10.6,33.612
84,40,2,20190903,161400,163500,000011,138,600,39.6,11,12.811,169.7,NULL
85,40,2,20190904,073800,074800,000011,138,169.7,39.6,4,12.815,10,31.545
86,40,2,20190904,082600,085800,000011,239,600,39.6,15,12.838,10.2,33.746
87,40,2,20190904,091800,092600,000011,240,600,39.6,4,12.825,450.5,NULL
88,40,2,20190904,110100,113000,000011,242,600,38.3,15,12.374,30,9.687
89,40,3,20190904,093400,095700,000011,240,450.5,38.3,11,12.401,25.3,8.143
90,40,3,20190904,100900,103800,000011,241,600,38.3,15,12.398,13.5,9.937
91,40,3,20190904,130800,131300,000011,243,600,38.3,13,12.441,93.8,NULL
92,41,1,20190905,150500,152400,000011,143,493.9,45.7,10,14.832,33,10.631
93,41,2,20190905,153100,160000,000011,144,600,42,14,13.575,17,5.519
94,41,2,20190905,161600,163600,000011,145,600,42,10,13.585,177.4,NULL
95,41,3,20190906,064900,065400,000011,145,177.4,52.9,3,17.123,27.5,8.9
96,41,3,20190906,072000,074000,000011,146,600,52.9,11,17.063,23.3,7.499
97,41,3,20190906,075100,075200,000011,147,600,52.9,1,17.073,557.8,NULL
98,41,4,20190906,082500,084600,000011,147,557.8,42.4,13,13.715,1.4,4.536
99,41,4,20190906,091800,093300,000011,148,600,42.4,9,13.748,224.1,NULL
100,42,1,20190909,133200,134100,000011,248,224.1,47,4,15.199,34.8,11.237
101,42,1,20190909,135600,144000,000011,249,600,47,12,15.202,34,13.862
102,42,1,20190909,145500,150600,000011,250,600,47,6,15.282,326.6,NULL
103,43,1,20190910,092900,094200,000011,250,326.3,51.8,6,16.796,13.1,4.265
104,43,1,20190910,095800,102200,000011,251,600,51.8,11,16.773,35.9,11.551
105,43,1,20190910,104000,104400,000011,252,600,51.8,1,16.719,558.2,NULL
106,43,1,20190910,111500,113400,000011,252,558.2,51.8,10,16.729,35.5,11.457
107,43,1,20190910,130600,131500,000011,253,600,51.8,5,16.846,349,NULL
108,43,1,20190910,133700,134900,000011,253,349,51.8,6,16.853,35.5,11.484
109,43,1,20190910,140200,142200,000011,254,600,51.8,11,16.753,35.3,11.401
110,43,1,20190910,144700,150200,000011,255,600,51.8,11,16.796,37.2,11.958
111,44,1,20190911,134500,141300,000011,259,600,42.1,14,13.668,14.3,4.802
112,44,1,20190911,141900,144900,000011,258,600,42.1,14,13.652,13.2,4.215
113,44,1,20190911,150700,152000,000011,257,600,42.1,4,13.725,441.3,NULL
114,44,1,20190911,154600,160700,000011,257,441.3,42.1,10,13.735,12.2,39.881
115,44,1,20190911,162100,163500,000011,256,600,42.1,3,13.772,483.3,NULL
116,44,1,20190912,071600,073000,000011,256,483.3,42.1,5,13.732,268.4,NULL
117,44,2,20190912,135400,140100,000011,256,268,57.4,4,18.56,38,12.254
118,44,2,20190912,141900,144000,000011,260,600,57.4,10,18.7,29.5,9.884
119,44,2,20190912,145600,151500,000011,261,600,57.4,10,18.54,24.5,7.94
120,44,2,20190912,153300,155500,000011,262,600,57.4,10,18.54,23.2,7.459
121,44,2,20190912,160800,161300,000011,263,600,57.4,3,18.607,427.2,NULL
122,44,2,20190913,082600,084400,000011,266,600,55,10,17.796,46,14.842
123,44,3,20190912,161900,163200,000011,263,427.2,55,7,17.43,39.7,12.845
124,44,3,20190913,064000,070000,000011,264,600,55,10,17.82,46.4,14.995
125,44,3,20190913,072500,074300,000011,265,600,55,10,17.84,45.9,14.865
126,44,3,20190913,085200,085300,000011,267,600,55,1,17.853,555,NULL
127,44,3,20190913,103700,103800,000011,285,580,55,1,17.893,524.4,NULL
128,45,1,20190916,101300,103600,000011,285,524.4,40.8,12,13.238,31.3,10.254
129,45,1,20190916,105300,112600,000011,286,548,40.8,13,13.211,20.5,6.622
130,45,1,20190916,114000,114800,000011,267,610,40.8,5,13.195,404.3,NULL
131,45,1,20190916,154600,161700,000011,270,610,40.8,14,13.115,35.1,11.437
132,45,1,20190916,162900,164400,000011,271,610,40.8,7,13.141,323.1,NULL
133,45,2,20190916,142700,144400,000011,267,404.3,42.2,9,13.612,23,7.483
134,45,2,20190916,150300,153000,000011,269,610,42.2,12,13.595,103,NULL
135,45,3,20190917,071200,072200,000011,271,323.1,57.6,5,18.573,34.1,10.971
136,45,3,20190917,073600,075300,000011,272,610,57.6,10,18.637,38,10.28
137,45,3,20190917,082600,082900,000011,273,610,57.6,2,18.573,494.8,NULL
138,45,4,20190917,084100,085800,000011,273,494.8,39.8,8,12.825,173.8,NULL
139,45,4,20190917,091800,092500,000011,273,173.8,39.8,4,12.835,13.3,4301.563
140,45,4,20190917,093100,093400,000011,270,103.2,39.8,2,12.825,26,7.343
141,45,4,20190917,094800,101400,000011,274,610,39.8,15,12.851,8.3,2.764
142,45,4,20190917,102900,104300,000011,275,610,39.8,8,12.851,290.3,NULL
143,46,1,20190917,131600,132900,000011,275,290.3,44.2,6,14.272,23.1,7.476
144,46,1,20190917,133700,140100,000011,276,610,44.2,13,14.299,32,10.337
145,46,1,20190917,143800,144700,000011,277,610,44.2,5,14.279,387.5,NULL
146,46,2,20190917,143800,NULL,000011,277,387.5,51.2,7,16.526,26.6,NULL
148,46,2,20190917,154900,155400,000011,279,610,51.2,3,16.583,455.2,NULL
149,46,3,20190917,160500,162600,000011,279,455.2,36.2,12,11.684,17.2,5.659
150,46,3,20190917,163600,165200,000011,280,610,36.2,9,11.774,281.7,NULL
151,46,3,20190919,065100,070500,000011,280,281.7,36.2,7,11.738,26.6,8.48
152,46,3,20190919,071700,074400,000011,281,610,36.2,16,11.728,24,7.963
153,46,3,20190919,071800,084300,000011,282,610,36.2,14,11.728,98,NULL
154,46,4,20190918,090000,092100,000011,283,610,53.5,11,17.286,19.7,6.379
155,46,4,20190918,092900,094700,000011,284,610,53.5,11,17.316,21,6.869
156,46,4,20190918,100800,102600,000011,286,580,53.5,10,17.44,42.2,13.812
157,46,4,20190919,103700,104700,000011,287,580,53.5,7,17.453,203.5,NULL
158,47,1,20190919,072500,073400,000011,287,203.4,44.6,4,14.562,23.8,7.806
159,47,1,20190919,073800,074200,000011,282,98.2,44.6,2,14.405,8.5,2.674
160,47,1,20190919,082800,085900,000011,288,580,44.6,12,14.569,40.5,13.265
161,47,1,20190919,091100,093600,000011,289,580,44.6,12,14.559,39.5,12.901
162,47,1,20190919,095400,101900,000011,290,580,44.6,12,14.582,39,12.708
163,47,1,20190919,103400,104100,000011,291,580,44.6,4,14.562,399.2,NULL
164,48,1,20190923,071300,072800,000011,291,399.2,55.3,7,18,11,35.846
165,48,1,20190923,074300,080000,000011,292,580,55.3,10,17.993,25.2,8.176
166,48,1,20190923,082300,825000,000011,195,580,55.3,10,18.137,21.5,0.914
167,48,1,20190923,082900,083100,000011,158,56.2,55.3,1,17.923,1.4,0.283
168,48,2,20190923,155000,161300,000011,293,580,45.1,12,14.655,37.5,12.181
169,48,4,20190923,162700,164100,000011,294,580,43.5,8,14.195,229.5,NULL
170,48,5,20190923,164600,165200,000011,294,229.5,47.1,4,15.369,40,13.041
171,48,5,20190913,065900,072200,000011,295,580,47.1,12,15.299,14,4.688
172,48,5,20190913,073900,075000,000011,296,580,47.1,6,15.286,297,NULL
173,49,1,20190925,082300,082400,000011,264,46.4,35.3,1,11.394,11,3.498
174,49,1,20190925,082600,082600,000011,251,43.2,35.3,1,11.404,8,2.508
175,49,1,20190925,082800,083000,000011,288,38,35.3,1,11.404,2,0.744
176,49,1,20190925,083100,083200,000011,289,46,35.3,1,11.404,10.5,3.375
177,49,1,20190925,083400,084500,000011,293,39,35.3,1,11.384,2.5,0.814
178,49,1,20190925,084800,085200,000011,225,43,35.3,1,11.367,7,2.211
179,49,1,20190925,085300,085700,000011,294,46,35.3,1,11.364,10.1,3.331
180,49,1,20190925,090700,091800,000011,222,39,35.3,1,11.377,4.2,1.32
181,49,2,20190925,100600,100700,000011,260,49.6,35.3,1,11.588,14.2,4.582
182,49,2,20190925,100800,100900,000011,265,45.9,35.3,1,11.411,10.5,3.355
183,49,2,20190925,101100,101200,000011,160,54,35.3,1,11.431,18.5,5.966
184,49,2,20190925,103900,104100,000011,195,81,35.3,2,11.434,10.2,3.255
185,49,2,20190925,110400,110700,000011,199,79,35.3,2,11.374,7.5,2.468
186,49,2,20190925,111000,111200,000011,124,61.8,35.3,1,11.391,26.6,8.543
187,49,2,20190925,111300,111500,000011,200,63.3,35.3,1,11.417,28,9.01
188,49,2,20190925,111900,113200,000011,296,297.1,35.3,8,11.464,13,4.192
189,49,2,20190925,131300,134400,000011,297,580,35.3,13,11.498,117,NULL
190,49,3,20190926,155200,161500,000011,312,580,44.3,13,14.422,1,0.31
191,49,3,20190926,162900,164900,000011,313,580,44.3,11,14.456,178.8,NULL
192,49,4,20190926,111700,113700,000011,307,535.6,44.3,12,14.401,1.5,1.254
193,49,4,20190926,114700,115600,000011,308,580,44.3,5,14.421,357.3,NULL
194,49,4,20190926,131000,132300,000011,308,357.3,44.3,8,14.425,1.4,0.353
195,49,4,20190926,134800,142300,000011,309,580,44.3,13,14.435,2,0.604
196,49,4,20190926,145300,151700,000011,310,580,44.3,13,14.446,1.5,0.417
197,49,4,20190926,152300,154600,000011,311,580,44.3,10,14.416,45.5,14.845
198,49,5,20190925,063700,064300,000011,301,252.7,57.2,4,18.637,23,7.503
199,49,5,20190926,070000,071300,000011,302,580,57.2,7,18.66,177.2,NULL
200,49,7,20190926,073500,074500,000011,302,177.2,43.7,4,14.249,1.5,456.833
201,49,7,20190926,082300,085400,000011,303,580,43.7,13,14.262,9.2,2.778
202,49,7,20190926,092400,094900,000011,304,580,43.7,13,14.271,8,2.591
203,49,7,20190926,095800,101900,000011,305,580,43.7,13,14.282,7.5,2.511
204,49,7,20190926,103000,105500,000011,306,580,43.7,13,14.267,7.8,2.478
205,49,7,20190926,110600,110700,000011,307,580,43.7,1,14.282,535.6,NULL
206,49,8,20190925,141300,141700,000011,297,117,46.4,2,28.844,24.3,7.816
207,49,8,20190925,142800,145100,000011,298,580,46.4,12,15.135,20.2,6.512
208,49,8,20190925,150300,151700,000011,299,580,46.4,7,15.124,253.8,NULL
209,49,8,20190925,154000,154800,000011,299,253.8,46.4,5,15.114,20.8,6.706
210,49,8,20190925,160400,162100,000011,300,580,46.4,12,15.107,20,6.586
211,49,8,20190925,162800,163800,000011,301,580,46.4,7,15.136,252.7,NULL
212,50,1,20190930,134300,135000,000011,313,178.8,53.5,3,17.433,17.8,5.409
213,50,1,20190930,140000,142000,000011,314,580,53.5,10,17.456,42.5,13.878
214,50,1,20190930,142900,145000,000011,315,580,53.5,10,17.43,41.7,13.612
215,50,1,20190930,150000,151500,000011,316,580,53.5,5,17.508,310.4,NULL
216,50,1,20190930,153000,154000,000011,316,310.4,53.5,5,17.5,40.5,13.261
217,50,1,20190930,160200,162300,000011,317,580,53.5,10,17.494,40.1,13.031
218,50,1,20190930,163000,165000,000011,318,580,53.3,10,17.533,39,12.961
219,50,1,20191001,072200,074300,000011,319,580,53.5,10,17.368,44,14.532
220,50,1,20191001,053400,085600,000011,320,580,53.5,10,17.36,45,14.639
221,50,1,20191001,090900,091500,000011,321,580,53.5,4,17.39,365.7,NULL
222,50,2,20191001,092500,093700,000011,321,365.7,58.3,6,18.972,14.5,4.765
223,50,2,20191001,095800,101700,000011,322,580,58.3,9,18.998,53.6,17.503
224,50,2,20191001,102900,105200,000011,323,580,58.3,9,19.007,53.5,17.473
225,50,2,20191001,110000,111100,000011,324,580,58.3,3,18.997,403,NULL
226,50,2,20191001,113000,114100,000011,324,403,56.2,7,18.303,1.1,0.307
227,50,3,20191001,152800,154900,000011,329,580,55.2,10,17.965,27.1,8.853
228,50,3,20191001,160500,162900,000011,330,580,55.2,10,17.951,26,8.516
229,50,3,20191001,163000,165600,000011,331,580,55.2,10,17.995,25.9,8.38
230,50,3,20191019,072200,073700,000011,332,580,55.2,8,17.967,137,NULL
231,50,4,20191002,074700,074900,000011,332,137,49.9,2,16.253,37,12.061
232,50,4,20191002,082500,085000,000011,333,580,49.9,11,16.274,29.7,9.067
233,50,4,20191002,090600,092300,000011,334,580,49.9,8,16.309,177.7,NULL
