N.º,op_p,subop_p,id_color,fecha,hora_inicio,hora_fin,id_rrhh,velocidad,cantidad por gancheras,cod_perfil,longitud,cantidad
659,107,4,1,20200103,154500,164500,9,1.4,9,PROFILE-0075,6,13
660,107,3,1,20200103,155000,165000,9,1.4,9,PROFILE-0076,6,15
661,107,5,1,20200103,155500,165500,9,1.4,2,PROFILE-0074,6,2
662,107,2,1,20200106,083000,093000,9,1.4,8,PROFILE-0082,6,61
663,108,2,1,20200106,094000,104000,9,1.4,18,PROFILE-0077,6,108
664,108,1,1,20200106,101500,111500,9,1.4,7,PROFILE-0175,6,20
665,109,1,1,20200107,090000,100000,9,1.2,5,PROFILE-0165,5,10
666,109,2,1,20200107,094000,104000,9,1.2,5,PROFILE-0171,5,10
667,110,1,3,20200107,145000,155000,9,1.4,8,PROFILE-0082,6,82
668,111,1,2,20200108,100000,110000,9,1.5,9,PROFILE-0083,6,35
669,111,2,2,20200108,130500,140500,9,1.5,11,PROFILE-0082,6,99
670,111,3,2,20200108,130500,140500,9,1.5,11,PROFILE-0082,6,11
671,NULL,NULL,12,20200113,082000,092000,9,1.6,3,PROFILE-0215,NULL,69
672,NULL,NULL,12,20200113,130500,140500,9,1.6,3,PROFILE-0215,NULL,80
673,NULL,NULL,12,20200114,082000,092000,9,1.5,3,PROFILE-0215,NULL,21
674,112,2,1,20200114,132500,142500,9,1.4,8,PROFILE-0161,6,43
675,112,1,1,20200114,135000,145000,9,1.4,8,PROFILE-0162,6,41
676,112,4,1,20200114,154500,164500,9,1.4,9,PROFILE-0076,6,36
677,112,4,1,20200115,082000,092000,9,1.5,8,PROFILE-0076,6,24
678,112,3,1,20200115,084500,094500,9,1.5,8,PROFILE-0079,6,50
679,112,6,1,20200115,090000,100000,9,1.5,16,PROFILE-0074,6,100
680,112,7,1,20200115,093500,103500,9,1.5,16,PROFILE-0077,6,100
681,112,5,1,20200115,130500,140500,9,1.5,8,PROFILE-0075,6,60
682,113,7,1,20200115,142000,152000,9,1.2,4,PROFILE-0120,6,48
683,113,7,1,20200116,083000,093000,9,1.2,4,PROFILE-0120,6,18
684,113,1,1,20200116,094000,104000,9,1.4,8,PROFILE-0083,6,30
685,113,2,1,20200116,100500,110500,9,1.4,16,PROFILE-0079,6,50
686,113,4,1,20200116,103500,113500,9,1.4,16,PROFILE-0074,6,32
687,113,4,1,20200116,130500,140500,9,1.4,16,PROFILE-0074,6,18
688,113,5,1,20200116,132500,142500,9,1.4,16,PROFILE-0077,6,100
689,113,7,1,20200116,145000,155000,9,1.2,4,PROFILE-0120,6,6
690,113,6,1,20200116,151000,161000,9,1.4,8,PROFILE-0082,6,30
691,113,3,1,20200116,153500,163500,9,1.4,8,PROFILE-0076,6,50
692,114,8,1,20200117,100000,110000,9,1.4,4,PROFILE-0169,6,4
693,114,5,1,20200117,102000,112000,9,1.4,8,PROFILE-0075,6,31
694,114,4,1,20200117,103500,113500,9,1.4,8,PROFILE-0076,6,30
695,114,1,1,20200117,105000,115000,9,1.4,8,PROFILE-0083,6,21
696,114,7,1,20200117,131000,141000,9,1.5,16,PROFILE-0077,6,100
697,114,6,1,20200117,135000,145000,9,1.5,16,PROFILE-0074,6,50
698,114,2,1,20200117,143000,153000,9,1.5,8,PROFILE-0082,6,20
699,114,9,1,20200117,145000,155000,9,1.5,8,PROFILE-0161,6,23
700,114,3,1,20200120,092000,102000,9,1.5,16,PROFILE-0079,6,30
701,115,2,1,20200120,092000,092000,9,1.5,16,PROFILE-0079,6,50
702,115,3,1,20200120,094000,104000,9,1.5,9,PROFILE-0076,6,48
703,115,4,1,20200120,103000,113000,9,1.5,16,PROFILE-0074,6,50
704,115,2,1,20200120,104500,114500,9,1.5,16,PROFILE-0077,6,88
705,116,1,2,20200120,161000,170000,9,1.2,6,PROFILE-0148,6,6
706,116,1,2,20200121,082500,092500,9,1.2,6,PROFILE-0148,6,30
707,116,1,2,20200121,082500,092500,9,1.2,6,PROFILE-0148,6,68
708,116,6,2,20200121,095000,105000,9,1.2,9,PROFILE-0187,6,30
709,116,4,2,20200121,101500,111500,9,1.2,4,PROFILE-0127,6,4
710,117,1,11,20200121,143500,153500,9,1.4,9,PROFILE-0133,6,63
711,117,1,11,20200122,095000,105000,9,1.4,9,PROFILE-0133,6,10
712,118,1,12,20200122,135000,145000,9,1.4,9,PROFILE-0132,5,64
713,119,1,2,20200123,094000,104000,9,1.2,6,PROFILE-0148,6,51
714,119,1,2,20200123,130500,140500,9,1.2,6,PROFILE-0148,6,21
715,120,3,1,20200124,145000,155000,9,1.4,9,PROFILE-0159,6,30
716,120,1,1,20200124,152300,162300,9,1.4,16,PROFILE-0079,6,135
717,120,4,1,20200127,082000,092000,9,1.4,9,PROFILE-0064,6,30
718,120,2,1,20200127,090000,100000,9,1.5,16,PROFILE-0074,6,128
719,122,3,2,20200127,143000,153000,9,1.5,1.5,PROFILE-0083,6,4
720,122,1,2,20200127,143500,153500,9,1.5,3,PROFILE-0216,6.2,9
721,122,2,2,20200127,154500,164500,9,1.2,6,PROFILE-0186,6,32
722,122,2,2,20200128,095000,105000,9,1.2,6,PROFILE-0186,6,8
723,121,4,1,20200128,130500,140500,9,1.5,9,PROFILE-0167,6,18
724,120,2,1,20200128,131500,141500,9,1.5,16,PROFILE-0074,6,24
725,121,6,1,20200128,132500,142500,9,1.5,16,PROFILE-0079,6,52
726,121,7,1,20200128,135000,145000,9,1.5,9,PROFILE-0076,6,50
727,123,4,1,20200128,144000,154000,9,1.2,9,PROFILE-0083,6,100
728,123,1,1,20200129,095000,105000,9,1.5,7,PROFILE-0086,6,7
729,123,3,1,20200129,100000,110000,9,1.5,9,PROFILE-0076,6,58
730,123,2,1,20200129,104000,114000,9,1.5,16,PROFILE-0079,6,100
731,124,3,5,20200129,152000,162000,9,1.5,16,PROFILE-0074,6,95
732,124,4,5,20200129,155500,170000,9,1.5,9,PROFILE-0206,6,24
733,124,4,5,20200130,090000,100000,9,1.5,9,PROFILE-0206,6,20
734,124,5,5,20200130,090000,100000,9,1.5,9,PROFILE-0206,6,50
735,124,2,5,20200130,095000,105000,9,1.5,16,PROFILE-0079,6,70
736,124,3,5,20200130,131000,141000,9,1.5,16,PROFILE-0074,6,28
737,124,1,5,20200130,132500,142500,9,1.5,9,PROFILE-0083,6,82
738,125,6,3,20200130,155000,165000,9,1.4,15,PROFILE-0010,6,15
739,125,8,3,20200130,155000,165000,9,1.4,2,PROFILE-0012,6,2
740,125,1,3,20200130,155500,165500,9,1.4,3,PROFILE-0003,6,3
741,125,3,3,20200130,160000,170000,9,1.4,2,PROFILE-0006,6,2
742,125,2,3,20200130,160000,170000,9,1,1,PROFILE-0004,6,1
743,125,4,3,20200130,160000,170000,9,2,2,PROFILE-0008,6,2
744,125,5,3,20200130,160000,170000,9,1.4,1,PROFILE-0009,6,1
745,126,1,3,20200131,085000,095000,9,1.4,5,PROFILE-0112,6,5
746,126,2,3,20200131,085200,095200,9,1.4,6,PROFILE-0152,6,6
747,126,3,3,20200131,090000,100000,9,1.4,1,PROFILE-0107,6,1
748,127,3,2,20200131,131000,141000,9,1.4,8,PROFILE-0184,6,140
749,127,4,2,20200131,150000,160000,9,1.4,8,PROFILE-0188,6,30
750,127,8,2,20200131,154500,164500,9,1.4,10,PROFILE-0112,6,10
751,127,7,2,20200131,154500,164500,9,1.4,16,PROFILE-0110,6,20
752,127,5,2,20200131,155000,165000,9,1.4,7,PROFILE-0107,6,7
753,127,6,2,20200131,155000,165000,9,1.4,6,PROFILE-0108,6,6
754,127,9,2,20200131,155500,165500,9,1.4,8,PROFILE-0115,6,8
755,127,2,2,20200131,155500,165500,9,1.4,4,PROFILE-0128,6,4
756,127,1,2,20200131,160000,170000,9,1.4,3,PROFILE-0186,6,3
757,128,3,2,20200203,090000,100000,9,1.4,9,PROFILE-0105,6,156
758,128,2,2,20200203,130500,140500,9,1.5,9,PROFILE-0105,6,45
759,127,3,2,20200203,135000,145000,9,1.5,6,PROFILE-0184,6,10
760,128,1,2,20200203,140000,150000,9,1.5,9,PROFILE-0105,6,210
761,129,3,1,20200204,093500,103500,9,1.5,16,PROFILE-0117,6,26
762,129,1,1,20200204,094000,104000,9,1.2,6,PROFILE-0175,6,6
763,129,2,1,20200204,095000,105000,9,1.3,9,PROFILE-0162,6,70
764,129,4,1,20200204,104000,114000,9,1.3,3,PROFILE-0159,6,3
765,129,7,1,20200204,104500,114500,9,1.3,9,PROFILE-0166,6,14
766,129,9,1,20200204,105500,115500,9,1.3,3,PROFILE-0124,6,3
767,129,5,1,20200204,110500,120000,9,1.3,2,PROFILE-0064,6,2
768,129,10,1,20200204,131000,141000,9,1.3,6,PROFILE-0169,6,19
769,129,11,1,20200204,140000,150000,9,1.3,4,PROFILE-0120,6,45
770,130,8,2,20200205,100000,110000,9,1.4,6,PROFILE-0159,6,5
771,130,1,2,20200205,105000,110500,9,1.4,6,PROFILE-0078,6,6
772,130,7,2,20200205,101000,111000,9,1.4,5,PROFILE-0064,6,5
773,130,2,2,20200205,101500,111500,9,1.4,13,PROFILE-0184,6,13
774,130,6,2,20200205,103000,113000,9,1.4,32,PROFILE-0181,6,32
775,130,6,2,20200206,083000,093000,9,1.4,8,PROFILE-0181,6,56
776,130,8,2,20200206,091500,101500,9,1.4,1,PROFILE-0159,6,1
777,130,10,2,20200206,092000,102000,9,1.4,8,PROFILE-0213,6,50
778,130,3,2,20200206,104500,114500,9,1.2,3,PROFILE-0149,6.2,15
779,130,9,2,20200206,130500,140500,9,1.4,3,PROFILE-0118,6,3
780,130,3,2,20200206,131000,141000,9,1.2,3,PROFILE-0149,6.2,13
781,131,1,11,20200206,160000,170000,9,1.4,9,PROFILE-0133,5,9
782,131,1,11,20200207,083500,093500,9,1.4,8,PROFILE-0133,5,21
783,131,5,11,20200207,143000,153000,9,1.4,4,PROFILE-0159,5,4
784,133,1,1,20200207,143500,153500,9,1.4,10,PROFILE-0118,6,22
785,133,2,1,20200207,151500,161500,9,1.4,8,PROFILE-0163,6,22
786,132,5,3,20200210,083000,093000,9,1.5,7,PROFILE-0151,6,7
787,132,6,3,20200210,083500,093500,9,1.5,2,PROFILE-0153,6,2
788,132,2,3,20200210,084500,094500,9,1.5,5,PROFILE-0111,6,5
789,132,3,3,20200210,084500,094500,9,1.5,2,PROFILE-0034,6,2
790,132,4,3,20200210,090000,100000,9,1.5,10,PROFILE-0035,6,10
791,132,7,3,20200210,091000,101000,9,1.5,4,PROFILE-0036,6,4
792,132,8,3,20200210,092000,102000,9,1.5,6,PROFILE-0038,6,6
793,132,1,3,20200210,093000,103000,9,1.5,2,PROFILE-0109,6,2
794,134,2,1,20200210,143000,153000,9,1.5,16,PROFILE-0081,6,29
795,134,3,1,20200210,144500,154500,9,1.5,16,PROFILE-0119,6,22
796,134,4,1,20200210,145500,155500,9,1.5,16,PROFILE-0080,6,154
797,134,4,1,20200211,131000,141000,9,1.5,16,PROFILE-0080,6,146
798,134,1,1,20200211,142000,152000,9,1.5,6,PROFILE-0175,6,41
799,134,5,1,20200212,082000,092000,9,1.2,6,PROFILE-0177,6,38
800,135,4,1,20200212,110000,120000,9,1.5,8,PROFILE-0082,6,14
801,135,5,1,20200212,110500,120000,9,1.3,4,PROFILE-0169,6,4
802,135,3,1,20200212,131000,141000,9,1.3,4,PROFILE-0124,6,4
803,135,1,1,20200212,131500,141500,9,1.5,2,PROFILE-0116,6,2
804,135,2,1,20200212,132000,142000,9,1.5,8,PROFILE-0106,6,19
805,135,6,1,20200212,132900,143000,9,1.2,6,PROFILE-0175,6,5
806,135,4,1,20200212,134500,144500,9,1.3,9,PROFILE-0160,6,22
807,135,6,1,20200212,140000,150000,9,1.3,9,PROFILE-0150,6,22
808,135,7,1,20200212,142000,152000,9,1.3,8,PROFILE-0110,6,8
809,135,8,1,20200212,145000,155000,9,1.3,1,PROFILE-0113,6,1
810,135,9,1,20200212,145500,155500,9,1.3,2,PROFILE-0156,6,2
811,136,9,2,20200213,102000,112000,9,1.3,2,PROFILE-0128,6,2
812,137,3,2,20200213,102300,112300,9,1.3,8,PROFILE-0130,6,8
813,136,8,2,20200213,102500,112500,9,1.5,4,PROFILE-0119,6,4
814,136,18,2,20200213,102500,112500,9,1.5,4,PROFILE-0119,6,4
815,136,8,2,20200213,102500,112500,9,1.5,4,PROFILE-0119,6,40
816,136,16,2,20200213,104000,114000,9,1.5,2,PROFILE-0123,6,2
817,136,1,2,20200213,104500,114500,9,1.2,6,PROFILE-0175,6,25
818,136,2,2,20200213,131000,141000,9,1.2,3,PROFILE-0149,6.2,10
819,136,14,2,20200213,145500,155500,9,1.5,8,PROFILE-0110,6,50
820,136,21,2,20200213,145500,155500,9,1.5,8,PROFILE-0110,6,11
821,136,4,2,20200213,152000,162000,9,1.5,9,PROFILE-0152,6,20
822,136,13,2,20200213,152000,162000,9,1.5,9,PROFILE-0152,6,20
823,136,19,2,20200213,152000,162000,9,1.5,9,PROFILE-0152,6,3
824,136,3,2,20200213,154000,164000,9,1.5,16,PROFILE-0107,6,13
825,136,11,2,20200213,154000,164000,9,1.5,16,PROFILE-0107,6,9
826,136,20,2,20200213,154000,164000,9,1.5,16,PROFILE-0107,6,8
827,136,5,2,20200214,082000,092000,9,1.4,NULL,PROFILE-0155,6,20
828,136,10,2,20200214,083500,093500,9,1.4,NULL,PROFILE-0188,6,7
829,136,17,2,20200214,084000,094000,9,1.4,NULL,PROFILE-0121,6,20
830,136,15,2,20200214,085000,095000,9,1.4,NULL,PROFILE-0168,6,7
831,136,7,2,20200214,085500,095500,9,1.4,NULL,PROFILE-0151,6,5
832,136,12,2,20200214,085500,095500,9,1.4,NULL,PROFILE-0151,6,8
833,136,11,2,20200214,093000,103000,9,1.4,NULL,PROFILE-0110,6,14
834,136,12,2,20200214,093500,103500,9,1.4,NULL,PROFILE-0111,6,4
835,136,8,2,20200214,093800,103800,9,1.4,NULL,PROFILE-0152,6,4
836,136,7,2,20200214,094000,104000,9,1.4,NULL,PROFILE-0151,6,2
837,136,9,2,20200214,094300,104300,9,1.4,NULL,PROFILE-0153,6,3
838,136,10,2,20200214,094600,104600,9,1.4,NULL,PROFILE-0107,6,11
839,136,15,2,20200214,095000,105000,9,1.4,NULL,PROFILE-0118,6,2
840,136,14,2,20200214,100000,110000,9,1.4,NULL,PROFILE-0159,6,4
841,136,13,2,20200214,100200,110200,9,1.4,NULL,PROFILE-0064,6,4
842,137,2,2,20200214,100500,110500,9,1.4,NULL,PROFILE-0071,6,5
843,137,6,2,20200214,100500,110500,9,1.4,NULL,PROFILE-0071,6,2
844,137,17,2,20200214,100500,110500,9,1.4,NULL,PROFILE-0118,6,4
845,137,16,2,20200214,100500,110500,9,1.4,NULL,PROFILE-0104,6,3
846,137,1,2,20200214,100500,110500,9,1.4,NULL,PROFILE-0108,6,5
847,137,4,2,20200214,100500,110500,9,1.4,NULL,PROFILE-0108,6,2
848,137,5,2,20200214,101000,111000,9,1.4,NULL,PROFILE-0109,6,2
849,137,9,2,20200214,135000,141500,9,1.4,NULL,PROFILE-0153,6,23
850,138,2,2,20200214,133500,143500,9,1.4,NULL,PROFILE-0105,6,23
851,138,5,2,20200214,140500,150500,9,1.4,NULL,PROFILE-0109,6,20
852,138,8,2,20200214,140500,150500,9,1.4,NULL,PROFILE-0109,6,4
853,138,7,2,20200214,150000,160000,9,1.4,NULL,PROFILE-0188,6,25
854,138,6,2,20200214,152500,162500,9,1.4,NULL,PROFILE-0186,6,1
855,139,9,1,20200217,083000,093000,9,1.4,8,PROFILE-0148,4,50
856,139,7,1,20200217,102000,112000,9,1.4,8,PROFILE-0148,6,30
857,139,1,1,20200217,131000,141000,9,1.5,6,PROFILE-0117,6,6
858,139,6,1,20200217,132500,142500,9,1.5,16,PROFILE-0110,6,21
859,139,3,1,20200217,133500,143500,9,1.5,8,PROFILE-0150,6,8
860,139,4,1,20200217,134000,144000,9,1.5,9,PROFILE-0152,6,21
861,139,8,1,20200217,140000,150000,9,1.5,9,PROFILE-0105,6,30
862,139,5,1,20200217,143000,153000,9,1.5,9,PROFILE-0155,6,21
863,139,2,1,20200218,093000,103000,9,1.5,8,PROFILE-0082,6,100
864,139,10,2,20200219,100000,110000,9,1.5,8,PROFILE-0105,4,50
865,141,2,2,20200219,144500,154500,9,1.5,2,PROFILE-0104,6,2
866,141,8,2,20200219,144500,154500,9,1.5,16,PROFILE-0104,6,70
867,141,4,2,20200219,150500,160500,9,1.5,5,PROFILE-0109,6,5
868,141,6,2,20200219,150500,160500,9,1.5,10,PROFILE-0109,6,10
869,141,1,2,20200219,151400,161400,9,1.5,8,PROFILE-0108,6,15
870,141,1,2,20200219,151400,161400,9,1.5,8,PROFILE-0108,6,18
871,141,1,2,20200220,095000,105000,9,1.5,9,PROFILE-0108,6,12
872,141,3,2,20200220,101000,111000,9,1.5,16,PROFILE-0111,6,101
873,142,1,2,20200220,140000,150000,9,1.2,6,PROFILE-0186,6,30
874,142,2,2,20200220,144000,154000,9,1.4,9,PROFILE-0184,6,25
875,134,1,11,20200221,095000,105000,9,1.5,8,PROFILE-0132,6,26
876,140,2,3,20200221,100000,110000,9,1.2,7,PROFILE-0175,6,17
877,140,1,3,20200221,105000,115000,9,1.5,8,PROFILE-0082,6,12
878,140,3,3,20200221,134500,144500,9,1.3,3,PROFILE-0006,6,3
879,144,4,2,20200224,084000,094000,9,1.4,8,PROFILE-0184,6,88
880,144,1,2,20200224,104500,114500,9,1.4,8,PROFILE-0105,4.65,24
881,144,1,2,20200224,130500,140500,9,1.4,8,PROFILE-0105,4.65,10
882,NULL,NULL,2,20200224,131500,141500,9,1.3,6,PROFILE-0186,4,12
883,144,2,2,20200224,134500,144500,9,1.5,16,PROFILE-0112,6,60
884,144,3,2,20200224,144000,154000,9,1.3,6,PROFILE-0128,6,18
885,145,6,1,20200225,084500,094500,9,1.5,8,PROFILE-0106,4,16
886,145,5,1,20200225,091000,101000,9,1.5,8,PROFILE-0106,6,13
887,145,8,1,20200225,093500,103500,9,1.5,8,PROFILE-0108,6,20
888,145,7,1,20200225,095500,105500,9,1.5,9,PROFILE-0162,6,22
889,145,3,1,20200225,101000,111000,9,1.5,3,PROFILE-0150,6,3
890,145,4,1,20200225,101500,111500,9,1.5,10,PROFILE-0080,6,10
891,145,2,1,20200225,130500,140500,9,1.5,16,PROFILE-0112,6,20
892,145,1,1,20200225,132500,142500,9,1.5,16,PROFILE-0081,6,234
893,NULL,NULL,1,20200226,083000,093000,9,1.5,8,PROFILE-0105,4,16
894,145,1,1,20200226,084500,094500,9,1.5,16,PROFILE-0081,6,29
895,146,1,11,20200226,101500,111500,9,1.5,9,PROFILE-0133,5,16
896,146,1,11,20200226,130500,140500,9,1.5,9,PROFILE-0133,5,62
897,146,1,11,20200227,084500,094500,9,1.4,9,PROFILE-0133,5,22
898,147,4,4,20200227,153000,163000,9,1.5,16,PROFILE-0077,6,86
899,147,2,4,20200227,161000,170000,9,1.5,16,PROFILE-0080,6,26
900,147,2,4,20200228,084000,094000,9,1.5,16,PROFILE-0080,6,65
901,147,3,4,20200228,091000,101000,9,1.5,16,PROFILE-0078,6,97
902,147,7,4,20200228,095000,105000,9,1.5,9,PROFILE-0206,6,50
903,147,5,4,20200228,103500,113500,9,1.5,16,PROFILE-0074,6,33
904,147,6,4,20200228,105000,115000,9,1.5,18,PROFILE-0081,6,18
905,147,6,4,20200228,130500,140500,9,1.5,18,PROFILE-0081,6,77
906,147,1,4,20200228,140000,150000,9,1.5,8,PROFILE-0082,6,56
907,148,9,1,20200302,085000,095000,9,1.5,8,PROFILE-0106,4,37
908,148,10,1,20200302,093500,103500,9,1.5,16,PROFILE-0130,6,100
909,148,8,1,20200302,131000,141000,9,1.5,8,PROFILE-0113,6,20
910,148,4,1,20200302,134000,144000,9,1.5,16,PROFILE-0117,6,27
911,148,1,1,20200302,141000,151000,9,1.4,3,PROFILE-0161,6,3
912,148,5,1,20200302,141000,151000,9,1.4,1,PROFILE-0160,6,1
913,148,6,1,20200302,141000,151000,9,1.4,2,PROFILE-0163,6,2
914,148,2,1,20200302,141000,151000,9,1.4,2,PROFILE-0157,6,2
915,148,3,1,20200302,143500,153500,9,1.3,4,PROFILE-0125,6,30
916,148,7,1,20200302,155000,165000,9,1.5,16,PROFILE-0107,6,20
917,148,3,1,20200303,084500,094500,9,1.3,4,PROFILE-0125,6,4
918,149,1,1,20200303,094500,104500,9,1.5,9,PROFILE-0138,4,25
919,149,2,1,20200303,101500,111500,9,1.5,16,PROFILE-0139,4,21
920,150,7,2,20200303,141000,151000,9,1.3,7,PROFILE-0186,4,18
921,149,11,2,20200303,143000,153000,9,1.5,16,PROFILE-0130,6,92
922,150,3,2,20200303,152000,162000,9,1.5,8,PROFILE-0113,6,41
923,150,3,2,20200304,132000,142000,9,1.5,8,PROFILE-0113,6,19
924,150,2,2,20200304,134500,144500,9,1.2,3,PROFILE-0149,4.65,6
925,150,1,2,20200304,140000,150000,9,1.2,3,PROFILE-0149,6.2,26
926,150,4,2,20200304,154500,164500,9,1.4,6,PROFILE-0181,6,6
927,150,9,2,20200305,090000,100000,9,1.5,8,PROFILE-0108,6,11
928,150,5,2,20200305,091500,101500,9,1.5,1,PROFILE-0109,6,1
929,150,10,2,20200305,091700,101700,9,1.5,5,PROFILE-0110,6,5
930,150,6,2,20200305,091700,101700,9,1.5,2,PROFILE-0111,6,2
931,150,8,2,20200305,094000,104000,9,1.5,16,PROFILE-0107,6,50
932,150,1,2,20200305,100000,110000,9,1.2,2,PROFILE-0149,6.2,4
933,151,6,1,20200305,132000,142000,9,1.5,16,PROFILE-0111,6,20
934,151,4,1,20200305,133500,143500,9,1.5,2,PROFILE-0130,6,2
935,151,3,1,20200305,133500,143500,9,1.5,4,PROFILE-0113,6,4
936,151,2,1,20200305,134500,144500,9,1.5,6,PROFILE-0108,6,6
937,151,5,1,20200305,150000,160000,9,1.5,5,PROFILE-0139,4,5
938,151,2,1,20200306,083500,093500,9,1.3,8,PROFILE-0108,6,14
939,NULL,NULL,1,20200306,140000,150000,9,1.3,10,PROFILE-0107,6,10
940,152,2,1,20200306,141000,151000,9,1.3,10,PROFILE-0115,6,10
941,152,1,1,20200306,142500,152500,9,1.3,9,PROFILE-0156,6,14
942,NULL,NULL,1,20200306,150000,160000,9,1.3,8,PROFILE-0108,6,20
943,152,2,1,20200309,084000,094000,9,1.4,8,PROFILE-0115,6,10
944,151,7,1,20200309,103000,113000,9,1.4,8,PROFILE-0151,6,20
945,NULL,NULL,12,20200309,134000,144000,9,1.4,2,PROFILE-0215,NULL,12
946,153,1,12,20200310,093000,103000,9,1.3,8,PROFILE-0132,6,14
947,154,1,11,20200310,134000,143000,9,1.3,8,PROFILE-0133,5,23
948,155,8,1,20200311,132000,142000,9,1.3,2,PROFILE-0165,6,2
949,155,6,1,20200311,133000,143000,9,1.3,5,PROFILE-0150,6,5
950,155,5,1,20200311,133500,143500,9,1.3,2,PROFILE-0163,6,2
951,155,3,1,20200311,133500,143500,9,1.3,3,PROFILE-0161,6,3
952,155,1,1,20200311,141000,151000,9,1.3,2,PROFILE-0125,6,10
953,155,1,1,20200312,083500,093500,9,1.3,2,PROFILE-0125,6,24
954,155,8,1,20200312,104000,114000,9,1.3,2,PROFILE-0165,6,4
955,155,7,1,20200312,105000,115000,9,1.4,1,PROFILE-0151,6,1
956,155,2,2,20200312,140000,150000,9,1.2,3,PROFILE-0149,4.65,29
957,155,3,2,20200312,150000,160000,9,1.5,4,PROFILE-0105,4.65,4
958,155,5,2,20200313,093500,103500,9,1.4,8,PROFILE-0150,6,20
959,155,6,2,20200313,095000,105000,9,1.4,8,PROFILE-0156,6,20
960,155,1,2,20200313,101500,111500,9,1.4,8,PROFILE-0213,6,20
961,156,2,2,20200313,131000,141000,9,1.2,2,PROFILE-0149,4.65,2
962,156,7,2,20200313,132000,142000,9,1.4,6,PROFILE-0115,6,6
963,NULL,NULL,2,20200313,140000,150000,9,1.2,3,PROFILE-0149,6.2,3
964,157,2,2,20200317,083000,093000,9,1.4,9,PROFILE-0151,6,30
965,158,6,1,20200317,104500,114500,9,1.3,7,PROFILE-0169,6,14
966,158,6,1,20200317,130500,140500,9,1.3,7,PROFILE-0169,6,30
967,158,2,1,20200317,151000,161000,9,1.3,1,PROFILE-0150,6,1
968,158,1,1,20200317,151000,161000,9,1.3,1,PROFILE-0077,6,1
969,158,8,1,20200317,151000,161000,9,1.3,2,PROFILE-0130,6,2
970,158,4,1,20200317,152000,162000,9,1.3,8,PROFILE-0157,6,17
971,158,5,1,20200317,153000,163000,9,1.3,8,PROFILE-0162,6,26
972,158,7,1,20200317,154500,164500,9,1.3,8,PROFILE-0161,6,41
973,NULL,NULL,1,20200318,140000,150000,9,1.2,4,PROFILE-0165,3.5,4
974,NULL,NULL,1,20200318,141000,151000,9,1.2,4,PROFILE-0171,3.5,4
975,NULL,NULL,4,20200318,160000,170000,9,1.5,4,PROFILE-0083,6,4
976,NULL,NULL,4,20200318,160500,170000,9,1.5,4,PROFILE-0079,6,4
977,159,8,4,20200319,082000,092000,9,1.5,16,PROFILE-0104,6,17
978,159,9,4,20200319,083000,093000,9,1.5,12,PROFILE-0119,6,12
979,159,6,4,20200319,084000,094000,9,1.5,16,PROFILE-0110,6,50
980,159,11,4,20200319,090000,100000,9,1.5,3,PROFILE-0078,6,3
981,159,12,4,20200319,090000,100000,9,1,2,PROFILE-0081,6,2
982,159,2,4,20200319,095000,105000,9,1,16,PROFILE-0112,6,45
983,159,2,4,20200319,134000,144000,9,1,16,PROFILE-0112,6,45
984,159,7,4,20200319,135500,145500,9,1,16,PROFILE-0111,6,180
985,159,4,4,20200319,152000,162000,9,1,9,PROFILE-0152,6,25
986,159,5,4,20200319,153500,163500,9,1,9,PROFILE-0153,6,25
987,159,10,4,20200319,155000,165000,9,1.3,6,PROFILE-0177,6,12
988,159,10,4,20200320,084000,094000,9,1.3,7,PROFILE-0177,6,25
989,159,1,4,20200320,091500,101500,9,1.3,8,PROFILE-0109,6,29
990,160,2,5,20200320,132000,142000,9,1.5,16,PROFILE-0081,6,259
991,160,4,5,20200320,150000,160000,9,1.5,3,PROFILE-0083,6,3
992,160,3,5,20200320,150000,160000,9,1.5,2,PROFILE-0079,6,2
993,160,1,5,20200320,151600,161500,9,1.3,7,PROFILE-0177,6,19
994,161,7,2,20200413,131000,141100,9,1.3,3,PROFILE-0152,6,3
995,161,10,2,20200413,131000,141100,9,1.3,1,PROFILE-0153,6,1
996,161,6,2,20200413,131800,141800,9,1.3,8,PROFILE-0108,6,6
997,161,2,2,20200413,132500,142500,9,1.3,8,PROFILE-0159,6,52
998,161,1,2,20200413,140000,150000,9,1.3,8,PROFILE-0064,6,52
999,161,5,2,20200413,151500,161500,9,1.5,16,PROFILE-0119,6,34
1000,161,8,2,20200413,153000,163000,9,1.5,2,PROFILE-0110,6,2
1001,161,9,2,20200413,153000,163000,9,1.5,3,PROFILE-0217,6,3
1002,161,4,2,20200413,153300,163300,9,1.5,16,PROFILE-0104,6,34
1003,161,3,2,20200413,154000,164000,9,1.5,12,PROFILE-0118,6,34
1004,161,11,2,20200414,083000,093000,9,1.2,2,PROFILE-0149,4.65,36
1005,162,1,1,20200414,141000,151000,9,1.3,3,PROFILE-0165,3.5,15
1006,162,2,1,20200414,150000,160000,9,1.3,3,PROFILE-0171,3.5,16
1007,162,1,1,20200421,084500,094500,9,1.3,2,PROFILE-0165,3.5,15
1008,162,1,1,20200421,132000,142000,9,1.3,2,PROFILE-0165,3.5,20
1009,162,2,1,20200421,150000,160000,9,1.3,2,PROFILE-0171,3.5,16
1010,162,2,1,20200422,083000,093000,9,1.3,2,PROFILE-0171,3.5,24
1011,163,1,1,20200422,104000,141000,9,1.3,2,PROFILE-0120,6,6
