ID_MOVIMIENTO,FECHA ,HORA ,ID_RESPONSABLE,TIPO_CONTENEDOR_ORIGEN,ID_CONTENEDOR_ORIGEN,TIPO_CONTENEDOR_DESTINO,ID_CONTENEDOR_DESTINO,CODIGO ,LONGITUD,ENVEJECIDO,ACABADO,COLOR,DEFECTUOSO,CANTIDAD,nro_ext,nro_envejecimiento,nro_pint,id_imp_etiq,com,es_fix,ok
88,20200228,NULL,5,NULL,NULL,2,43,PROFILE-0074,6,1,0,0,0,33,NULL,NULL,NULL,NULL,NULL,0,NULL
89,20200228,NULL,12,2,43,NULL,NULL,PROFILE-0074,6,1,0,0,0,33,NULL,NULL,NULL,NULL,NULL,0,NULL
90,20200228,NULL,5,NULL,NULL,2,43,PROFILE-0112,6,1,0,0,0,15,NULL,NULL,NULL,NULL,NULL,0,NULL
91,20200228,NULL,5,NULL,NULL,2,43,PROFILE-0184,6,1,0,0,0,65,NULL,NULL,NULL,NULL,NULL,0,NULL
92,20200228,NULL,5,NULL,NULL,2,44,PROFILE-0180,6,1,0,0,0,65,NULL,NULL,NULL,NULL,NULL,0,NULL
93,20200605,NULL,12,2,44,NULL,NULL,PROFILE-0180,6,1,0,0,0,56,NULL,NULL,NULL,NULL,NULL,0,NULL
94,20200228,NULL,5,NULL,NULL,2,45,PROFILE-0180,6,1,0,0,0,130,NULL,NULL,NULL,NULL,NULL,0,NULL
95,20200605,NULL,12,2,45,NULL,NULL,PROFILE-0180,6,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
96,20200608,NULL,12,2,45,NULL,NULL,PROFILE-0180,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
97,20200228,NULL,5,NULL,NULL,2,46,PROFILE-0128,6,1,0,0,0,31,NULL,NULL,NULL,NULL,NULL,0,NULL
98,20200605,NULL,12,2,46,NULL,NULL,PROFILE-0128,6,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,0,NULL
99,20200228,NULL,5,NULL,NULL,2,47,PROFILE-0187,6,1,0,0,0,36,NULL,NULL,NULL,NULL,NULL,0,NULL
100,20200228,NULL,11,NULL,NULL,2,47,PROFILE-0188,6,1,0,0,0,18,NULL,NULL,NULL,NULL,NULL,0,NULL
101,20200228,NULL,5,NULL,NULL,2,48,PROFILE-0127,6,1,0,0,0,26,NULL,NULL,NULL,NULL,NULL,0,NULL
102,20200228,NULL,5,NULL,NULL,2,49,PROFILE-0163,6,1,0,0,0,72,NULL,NULL,NULL,NULL,NULL,0,NULL
103,20200228,NULL,5,NULL,NULL,2,50,PROFILE-0168,6,1,0,0,0,255,NULL,NULL,NULL,NULL,NULL,0,NULL
104,20200228,NULL,12,NULL,NULL,2,51,PROFILE-0108,6,1,0,0,0,42,NULL,NULL,NULL,NULL,NULL,0,NULL
105,20200228,NULL,12,2,51,NULL,NULL,PROFILE-0108,6,1,0,0,0,11,NULL,NULL,NULL,NULL,NULL,0,NULL
106,20200305,NULL,12,2,51,NULL,NULL,PROFILE-0108,6,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
107,20200228,NULL,12,NULL,NULL,2,52,PROFILE-0126,6,1,0,0,0,186,NULL,NULL,NULL,NULL,NULL,0,NULL
108,20200228,NULL,12,NULL,NULL,2,53,PROFILE-0088,6,1,0,0,0,192,NULL,NULL,NULL,NULL,NULL,0,NULL
109,20200228,NULL,12,NULL,NULL,2,54,PROFILE-0135,6,1,0,0,0,10,NULL,NULL,NULL,NULL,NULL,0,NULL
110,20200228,NULL,12,NULL,NULL,2,54,PROFILE-0136,6,1,0,0,0,7,NULL,NULL,NULL,NULL,NULL,0,NULL
111,20200228,NULL,12,NULL,NULL,2,55,PROFILE-0188,6,1,0,0,0,36,NULL,NULL,NULL,NULL,NULL,0,NULL
112,20200605,NULL,12,2,55,NULL,NULL,PROFILE-0188,6,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,0,NULL
113,20200228,NULL,12,NULL,NULL,2,56,PROFILE-0095,6,1,0,0,0,103,NULL,NULL,NULL,NULL,NULL,0,NULL
114,20200306,NULL,11,NULL,NULL,2,56,PROFILE-0095,6,1,0,0,0,40,NULL,NULL,NULL,NULL,NULL,0,NULL
115,20200306,NULL,11,NULL,NULL,2,56,PROFILE-0095,6,1,0,0,0,48,NULL,NULL,NULL,NULL,NULL,0,NULL
116,20200306,NULL,11,NULL,NULL,2,56,PROFILE-0096,6,1,0,0,0,29,NULL,NULL,NULL,NULL,NULL,0,NULL
117,20200228,NULL,12,NULL,NULL,2,57,PROFILE-0180,6,1,0,0,0,25,NULL,NULL,NULL,NULL,NULL,0,NULL
118,20200228,NULL,12,NULL,NULL,2,57,PROFILE-0185,6,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,0,NULL
119,20200306,NULL,11,NULL,NULL,2,59,PROFILE-0170,6,1,0,0,0,5,NULL,NULL,NULL,NULL,NULL,0,NULL
120,20200309,NULL,11,NULL,NULL,2,60,PROFILE-0119,6,1,0,0,0,26,NULL,NULL,NULL,NULL,NULL,0,NULL
121,20200309,NULL,11,NULL,NULL,2,60,PROFILE-0114,6,1,0,0,0,7,NULL,NULL,NULL,NULL,NULL,0,NULL
122,20200309,NULL,11,NULL,NULL,2,60,PROFILE-0082,5,1,0,0,0,7,NULL,NULL,NULL,NULL,NULL,0,NULL
123,20200306,NULL,11,NULL,NULL,2,61,PROFILE-0160,6,1,0,0,0,23,NULL,NULL,NULL,NULL,NULL,0,NULL
124,20200309,NULL,11,NULL,NULL,2,62,PROFILE-0188,6,1,0,0,0,38,NULL,NULL,NULL,NULL,NULL,0,NULL
125,20200309,NULL,11,NULL,NULL,2,63,PROFILE-0155,6,1,0,0,0,30,NULL,NULL,NULL,NULL,NULL,0,NULL
126,20200604,NULL,12,2,63,NULL,NULL,PROFILE-0155,6,1,0,0,0,21,NULL,NULL,NULL,NULL,NULL,0,NULL
127,20200309,NULL,11,NULL,NULL,2,64,PROFILE-0093,6,1,0,0,0,66,NULL,NULL,NULL,NULL,NULL,0,NULL
128,20200310,NULL,11,NULL,NULL,2,64,PROFILE-0162,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
129,20200306,NULL,11,NULL,NULL,2,65,PROFILE-0083,6,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,0,NULL
130,20200306,NULL,11,NULL,NULL,2,65,PROFILE-0079,6,1,0,0,0,16,NULL,NULL,NULL,NULL,NULL,0,NULL
131,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0079,6,1,0,0,0,16,NULL,NULL,NULL,NULL,NULL,0,NULL
132,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0169,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
133,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0169,4,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
134,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0116,5,1,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL
135,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0166,5,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
136,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0162,5,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
137,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0075,5,1,0,0,0,5,NULL,NULL,NULL,NULL,NULL,0,NULL
138,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0116,4,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,0,NULL
139,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0180,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
140,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0104,5,1,0,0,0,10,NULL,NULL,NULL,NULL,NULL,0,NULL
141,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0164,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
142,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0118,4,1,0,0,0,16,NULL,NULL,NULL,NULL,NULL,0,NULL
143,20200309,NULL,11,NULL,NULL,2,66,PROFILE-0118,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
144,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0116,5,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,0,NULL
145,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0116,4,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
146,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0089,5,1,0,0,0,5,NULL,NULL,NULL,NULL,NULL,0,NULL
147,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0082,5,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
148,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0079,5,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
149,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0079,4,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
150,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0077,4,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
151,20200310,NULL,11,NULL,NULL,2,66,PROFILE-0139,4,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,0,NULL
152,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0175,5,1,0,0,0,18,NULL,NULL,NULL,NULL,NULL,0,NULL
153,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0177,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
154,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0128,5,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
155,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0128,4,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
156,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0132,5,1,0,0,0,12,NULL,NULL,NULL,NULL,NULL,0,NULL
157,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0079,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
158,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0083,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
159,20200309,NULL,11,NULL,NULL,2,67,PROFILE-0175,5,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,0,NULL
160,20200423,NULL,5,NULL,NULL,1,9,PROFILE-0106,6,1,0,0,0,220,NULL,NULL,NULL,NULL,NULL,0,NULL
161,20200423,NULL,5,NULL,NULL,1,9,PROFILE-0106,4,1,0,0,0,69,NULL,NULL,NULL,NULL,NULL,0,NULL
162,20200423,NULL,5,NULL,NULL,1,23,PROFILE-0077,6,1,0,0,0,445,NULL,NULL,NULL,NULL,NULL,0,NULL
163,20200608,NULL,12,1,23,NULL,NULL,PROFILE-0077,6,1,0,0,0,134,NULL,NULL,NULL,NULL,NULL,0,NULL
164,20200423,NULL,5,NULL,NULL,1,11,PROFILE-0123,6,1,0,0,0,455,NULL,NULL,NULL,NULL,NULL,0,NULL
165,20200610,NULL,12,1,11,NULL,NULL,PROFILE-0123,6,1,0,0,0,5,NULL,NULL,NULL,NULL,NULL,0,NULL
166,20200423,NULL,5,NULL,NULL,1,11,PROFILE-0164,6,1,0,0,0,39,NULL,NULL,NULL,NULL,NULL,0,NULL
167,20200423,NULL,5,NULL,NULL,1,3,PROFILE-0109,6,1,0,0,0,24,NULL,NULL,NULL,NULL,NULL,0,NULL
168,20200423,NULL,12,1,3,1,16,PROFILE-0109,6,1,0,0,0,24,NULL,NULL,NULL,NULL,NULL,0,NULL
169,20200423,NULL,5,NULL,NULL,1,3,PROFILE-0175,5,1,0,0,0,13,NULL,NULL,NULL,NULL,NULL,0,NULL
170,20200519,NULL,12,1,3,1,12,PROFILE-0175,5,1,0,0,0,13,NULL,NULL,NULL,NULL,NULL,0,NULL
171,20200423,NULL,5,NULL,NULL,1,3,PROFILE-0175,3,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
172,20200428,NULL,12,1,3,NULL,NULL,PROFILE-0175,3,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
173,20200423,NULL,5,NULL,NULL,1,12,PROFILE-0110,6,1,0,0,0,252,NULL,NULL,NULL,NULL,NULL,0,NULL
174,20200423,NULL,5,NULL,NULL,1,12,PROFILE-0179,6,1,0,0,0,59,NULL,NULL,NULL,NULL,NULL,0,NULL
175,20200423,NULL,5,NULL,NULL,1,12,PROFILE-0081,6,1,0,0,0,130,NULL,NULL,NULL,NULL,NULL,0,NULL
176,20200608,NULL,12,1,12,NULL,NULL,PROFILE-0081,6,1,0,0,0,130,NULL,NULL,NULL,NULL,NULL,0,NULL
177,20200423,NULL,5,NULL,NULL,1,12,PROFILE-0126,6,1,0,0,0,27,NULL,NULL,NULL,NULL,NULL,0,NULL
178,20200615,NULL,12,1,12,NULL,NULL,PROFILE-0126,6,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
179,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0175,5,1,0,0,0,19,NULL,NULL,NULL,NULL,NULL,0,NULL
180,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0128,5,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
181,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0184,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
182,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0112,5,1,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL
183,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0082,5,1,0,0,0,30,NULL,NULL,NULL,NULL,NULL,0,NULL
184,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0076,5,1,0,0,0,25,NULL,NULL,NULL,NULL,NULL,0,NULL
185,20200423,NULL,5,NULL,NULL,1,21,PROFILE-0159,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
186,20200423,NULL,12,NULL,NULL,1,14,PROFILE-0130,6,1,0,0,0,28,NULL,NULL,NULL,NULL,NULL,0,NULL
187,20200423,NULL,12,1,14,1,16,PROFILE-0130,6,1,0,0,0,28,NULL,NULL,NULL,NULL,NULL,0,NULL
188,20200527,NULL,12,1,16,NULL,NULL,PROFILE-0130,6,1,0,0,0,28,NULL,NULL,NULL,NULL,NULL,0,NULL
189,20200423,NULL,12,NULL,NULL,1,14,PROFILE-0113,6,1,0,0,0,23,NULL,NULL,NULL,NULL,NULL,0,NULL
190,20200423,NULL,12,1,14,1,16,PROFILE-0113,6,1,0,0,0,23,NULL,NULL,NULL,NULL,NULL,0,NULL
191,20200423,NULL,12,1,14,1,16,PROFILE-0081,6,1,0,0,0,254,NULL,NULL,NULL,NULL,NULL,0,NULL
192,20200423,NULL,12,1,14,NULL,NULL,PROFILE-0081,6,1,0,0,0,254,NULL,NULL,NULL,NULL,NULL,0,NULL
193,20200423,NULL,12,NULL,NULL,1,2,PROFILE-0124,6,1,0,0,0,9,NULL,NULL,NULL,NULL,NULL,0,NULL
194,20200423,NULL,12,NULL,NULL,1,2,PROFILE-0124,5,1,0,0,0,49,NULL,NULL,NULL,NULL,NULL,0,NULL
195,20200423,NULL,12,NULL,NULL,1,2,PROFILE-0174,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
196,20200423,NULL,12,NULL,NULL,1,2,PROFILE-0079,6,1,0,0,0,5,NULL,NULL,NULL,NULL,NULL,0,NULL
197,20200423,NULL,12,NULL,NULL,1,13,PROFILE-0113,6,1,0,0,0,44,NULL,NULL,NULL,NULL,NULL,0,NULL
198,20200423,NULL,12,NULL,NULL,1,13,PROFILE-0081,6,1,0,0,0,300,NULL,NULL,NULL,NULL,NULL,0,NULL
199,20200520,NULL,12,1,13,NULL,NULL,PROFILE-0081,6,1,0,0,0,116,NULL,NULL,NULL,NULL,NULL,0,NULL
200,20200604,NULL,12,1,13,NULL,NULL,PROFILE-0081,6,1,0,0,0,184,NULL,NULL,NULL,NULL,NULL,0,NULL
201,20200423,NULL,12,NULL,NULL,1,26,PROFILE-0120,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
202,20200423,NULL,12,NULL,NULL,1,26,PROFILE-0172,5,1,0,0,0,19,NULL,NULL,NULL,NULL,NULL,0,NULL
203,20200423,NULL,12,NULL,NULL,1,26,PROFILE-0120,6,1,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL
204,20200423,NULL,12,NULL,NULL,1,10,PROFILE-0079,6,1,0,0,0,15,NULL,NULL,NULL,NULL,NULL,0,NULL
205,20200423,NULL,12,NULL,NULL,1,10,PROFILE-0079,5,1,0,0,0,19,NULL,NULL,NULL,NULL,NULL,0,NULL
206,20200423,NULL,12,NULL,NULL,1,10,PROFILE-0148,4,1,0,0,0,10,NULL,NULL,NULL,NULL,NULL,0,NULL
207,20200423,NULL,12,NULL,NULL,1,10,PROFILE-0171,3.5,1,0,0,0,12,NULL,NULL,NULL,NULL,NULL,0,NULL
208,20200423,NULL,12,1,10,NULL,NULL,PROFILE-0171,3.5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
209,20200423,NULL,10,NULL,NULL,1,6,PROFILE-0133,4,1,0,0,0,22,NULL,NULL,NULL,NULL,NULL,0,NULL
210,20200423,NULL,10,NULL,NULL,1,6,PROFILE-0133,5,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
211,20200423,NULL,10,NULL,NULL,1,6,PROFILE-0160,6,1,0,0,0,28,NULL,NULL,NULL,NULL,NULL,0,NULL
212,20200423,NULL,10,NULL,NULL,1,6,PROFILE-0188,6,1,0,0,0,7,NULL,NULL,NULL,NULL,NULL,0,NULL
213,20200423,NULL,10,NULL,NULL,1,7,PROFILE-0086,6,1,0,0,0,85,NULL,NULL,NULL,NULL,NULL,0,NULL
214,20200526,NULL,12,1,7,NULL,NULL,PROFILE-0086,6,1,0,0,0,30,NULL,NULL,NULL,NULL,NULL,0,NULL
215,20200529,NULL,12,1,7,NULL,NULL,PROFILE-0086,6,1,0,0,0,40,NULL,NULL,NULL,NULL,NULL,0,NULL
216,20200605,NULL,12,1,7,NULL,NULL,PROFILE-0086,6,1,0,0,0,15,NULL,NULL,NULL,NULL,NULL,0,NULL
217,20200423,NULL,10,NULL,NULL,1,7,PROFILE-0104,6,1,0,0,0,155,NULL,NULL,NULL,NULL,NULL,0,NULL
218,20200608,NULL,12,1,7,NULL,NULL,PROFILE-0104,6,1,0,0,0,10,NULL,NULL,NULL,NULL,NULL,0,NULL
219,20200423,NULL,10,NULL,NULL,1,16,PROFILE-0112,6,1,0,0,0,127,NULL,NULL,NULL,NULL,NULL,0,NULL
220,20200423,NULL,10,NULL,NULL,1,24,PROFILE-0126,6,1,0,0,0,153,NULL,NULL,NULL,NULL,NULL,0,NULL
221,20200520,NULL,12,1,24,NULL,NULL,PROFILE-0126,6,1,0,0,0,100,NULL,NULL,NULL,NULL,NULL,0,NULL
222,20200423,NULL,10,NULL,NULL,1,24,PROFILE-0174,6,1,0,0,0,97,NULL,NULL,NULL,NULL,NULL,0,NULL
223,20200423,NULL,9,NULL,NULL,1,17,PROFILE-0105,6,1,0,0,0,166,NULL,NULL,NULL,NULL,NULL,0,NULL
224,20200423,NULL,9,NULL,NULL,1,17,PROFILE-0105,4,1,0,0,0,16,NULL,NULL,NULL,NULL,NULL,0,NULL
225,20200423,NULL,9,NULL,NULL,1,17,PROFILE-0139,4,1,0,0,0,42,NULL,NULL,NULL,NULL,NULL,0,NULL
226,20200423,NULL,9,NULL,NULL,1,17,PROFILE-0138,4,1,0,0,0,18,NULL,NULL,NULL,NULL,NULL,0,NULL
227,20200423,NULL,9,NULL,NULL,1,20,PROFILE-0077,6,1,0,0,0,422,NULL,NULL,NULL,NULL,NULL,0,NULL
228,20200423,NULL,9,NULL,NULL,1,20,PROFILE-0111,6,1,0,0,0,27,NULL,NULL,NULL,NULL,NULL,0,NULL
229,20200423,NULL,9,NULL,NULL,1,20,PROFILE-0104,6,1,0,0,0,139,NULL,NULL,NULL,NULL,NULL,0,NULL
230,20200423,NULL,9,NULL,NULL,1,20,PROFILE-0119,6,1,0,0,0,28,NULL,NULL,NULL,NULL,NULL,0,NULL
231,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0078,6,1,0,0,0,824,NULL,NULL,NULL,NULL,NULL,0,NULL
232,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0078,5,1,0,0,0,65,NULL,NULL,NULL,NULL,NULL,0,NULL
233,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0078,4,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,0,NULL
234,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0077,6,1,0,0,0,15,NULL,NULL,NULL,NULL,NULL,0,NULL
235,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0076,5,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
236,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0139,6,1,0,0,0,27,NULL,NULL,NULL,NULL,NULL,0,NULL
237,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0120,5,1,0,0,0,19,NULL,NULL,NULL,NULL,NULL,0,NULL
238,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0125,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
239,20200423,NULL,9,NULL,NULL,1,1,PROFILE-0116,5,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,0,NULL
240,20200429,NULL,8,NULL,NULL,1,2,PROFILE-0125,6,1,0,0,0,52,NULL,NULL,NULL,NULL,NULL,0,NULL
241,20200429,NULL,8,NULL,NULL,1,2,PROFILE-0075,6,1,0,0,0,29,NULL,NULL,NULL,NULL,NULL,0,NULL
242,20200429,NULL,12,1,2,NULL,NULL,PROFILE-0075,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
243,20200429,NULL,12,1,2,NULL,NULL,PROFILE-0075,6,1,0,0,0,9,NULL,NULL,NULL,NULL,NULL,0,NULL
244,20200521,NULL,12,1,2,1,18,PROFILE-0075,6,1,0,0,0,9,NULL,NULL,NULL,NULL,NULL,0,NULL
245,20200528,NULL,12,1,18,NULL,NULL,PROFILE-0075,6,1,0,0,0,9,NULL,NULL,NULL,NULL,NULL,0,NULL
246,20200429,NULL,8,NULL,NULL,1,25,PROFILE-0157,6,1,0,0,0,49,NULL,NULL,NULL,NULL,NULL,0,NULL
247,20200429,NULL,8,NULL,NULL,1,25,PROFILE-0157,5,1,0,0,0,16,NULL,NULL,NULL,NULL,NULL,0,NULL
248,20200429,NULL,8,NULL,NULL,1,25,PROFILE-0077,5,1,0,0,0,9,NULL,NULL,NULL,NULL,NULL,0,NULL
249,20200429,NULL,8,NULL,NULL,1,25,PROFILE-0120,5,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL
250,20200429,NULL,8,NULL,NULL,1,5,PROFILE-0116,6,1,0,0,0,58,NULL,NULL,NULL,NULL,NULL,0,NULL
251,20200615,NULL,12,1,5,NULL,NULL,PROFILE-0116,6,1,0,0,0,7,NULL,NULL,NULL,NULL,NULL,0,NULL
252,20200429,NULL,8,NULL,NULL,1,5,PROFILE-0169,6,1,0,0,0,28,NULL,NULL,NULL,NULL,NULL,0,NULL
253,20200429,NULL,8,NULL,NULL,1,4,PROFILE-0167,6,1,0,0,0,38,NULL,NULL,NULL,NULL,NULL,0,NULL
254,20200529,NULL,12,1,4,NULL,NULL,PROFILE-0167,6,1,0,0,0,6,NULL,NULL,NULL,NULL,NULL,0,NULL
255,20200504,NULL,8,NULL,NULL,1,18,PROFILE-0158,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
256,20200521,NULL,12,1,18,NULL,NULL,PROFILE-0158,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
257,20200504,NULL,8,NULL,NULL,1,18,PROFILE-0107,6,1,0,0,0,113,NULL,NULL,NULL,NULL,NULL,0,NULL
258,20200504,NULL,12,1,18,NULL,NULL,PROFILE-0107,6,1,0,0,0,37,NULL,NULL,NULL,NULL,NULL,0,NULL
259,20200608,NULL,12,1,18,NULL,NULL,PROFILE-0107,6,1,0,0,0,47,NULL,NULL,NULL,NULL,NULL,0,NULL
260,20200504,NULL,8,NULL,NULL,1,8,PROFILE-0166,6,1,0,0,0,29,NULL,NULL,NULL,NULL,NULL,0,NULL
261,20200521,NULL,12,1,8,NULL,NULL,PROFILE-0166,6,1,0,0,0,9,NULL,NULL,NULL,NULL,NULL,0,NULL
262,20200521,NULL,12,1,8,1,18,PROFILE-0166,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
263,20200615,NULL,12,1,18,NULL,NULL,PROFILE-0166,6,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,0,NULL
264,20200504,NULL,8,NULL,NULL,1,8,PROFILE-0155,5,1,0,0,0,37,NULL,NULL,NULL,NULL,NULL,0,NULL
265,20200505,NULL,12,1,8,1,15,PROFILE-0155,5,1,0,0,0,37,NULL,NULL,NULL,NULL,NULL,0,NULL
266,20200528,NULL,12,1,15,NULL,NULL,PROFILE-0155,5,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
267,20200504,NULL,8,NULL,NULL,1,8,PROFILE-0107,5,1,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL
268,20200505,NULL,12,1,8,1,15,PROFILE-0107,5,1,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL
269,20200504,NULL,8,NULL,NULL,1,8,PROFILE-0107,4,1,0,0,0,17,NULL,NULL,NULL,NULL,NULL,0,NULL
270,20200505,NULL,12,1,8,1,15,PROFILE-0107,4,1,0,0,0,17,NULL,NULL,NULL,NULL,NULL,0,NULL
271,20200504,NULL,8,NULL,NULL,1,8,PROFILE-0158,5,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
272,20200521,NULL,12,1,8,1,18,PROFILE-0158,5,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
273,20200504,NULL,8,NULL,NULL,1,8,PROFILE-0158,4,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
274,20200521,NULL,12,1,8,1,18,PROFILE-0158,4,1,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL
275,20200504,NULL,8,NULL,NULL,1,15,PROFILE-0162,6,1,0,0,0,54,NULL,NULL,NULL,NULL,NULL,0,NULL
276,20200504,NULL,12,1,15,NULL,NULL,PROFILE-0162,6,1,0,0,0,26,NULL,NULL,NULL,NULL,NULL,0,NULL
277,20200504,NULL,8,NULL,NULL,1,15,PROFILE-0158,6,1,0,0,0,27,NULL,NULL,NULL,NULL,NULL,0,NULL
278,20200504,NULL,12,1,15,NULL,NULL,PROFILE-0158,6,1,0,0,0,20,NULL,NULL,NULL,NULL,NULL,0,NULL
279,20200512,NULL,12,1,15,NULL,NULL,PROFILE-0158,6,1,0,0,0,7,NULL,NULL,NULL,NULL,NULL,0,NULL
280,20200519,NULL,8,NULL,NULL,1,25,PROFILE-0115,6,1,0,0,0,31,NULL,NULL,NULL,NULL,NULL,0,NULL
281,20200604,NULL,12,1,25,NULL,NULL,PROFILE-0115,6,1,0,0,0,14,NULL,NULL,NULL,NULL,NULL,0,NULL
