nro_op,nro_subop,codigo,long__m,cant,id_estado_op
134,2,PROFILE-0081,6,29,0
134,3,PROFILE-0119,6,22,0
134,4,PROFILE-0160,6,22,0
134,5,PROFILE-0177,6,50,0
134,6,PROFILE-0150,6,22,0
135,1,PROFILE-0116,6,2,0
135,2,PROFILE-0106,6,19,0
135,3,PROFILE-0124,6,4,0
135,4,PROFILE-0082,6,14,0
135,5,PROFILE-0169,6,4,0
135,6,PROFILE-0175,6,5,0
135,7,PROFILE-0110,6,16,0
135,8,PROFILE-0113,6,3,0
135,9,PROFILE-0156,6,2,0
135,10,PROFILE-0115,6,2,0
136,1,PROFILE-0175,6,25,0
136,2,PROFILE-0149,6.2,10,0
136,3,PROFILE-0107,6,13,0
136,4,PROFILE-0152,6,20,0
136,5,PROFILE-0155,6,20,0
136,6,PROFILE-0181,6,4,0
136,7,PROFILE-0151,6,5,0
136,8,PROFILE-0119,6,4,0
136,9,PROFILE-0128,6,2,0
136,10,PROFILE-0188,6,7,0
136,11,PROFILE-0107,6,18,0
136,12,PROFILE-0151,6,3,0
136,13,PROFILE-0152,6,20,0
136,14,PROFILE-0110,6,50,0
136,15,PROFILE-0168,6,7,0
136,16,PROFILE-0123,6,2,0
136,17,PROFILE-0121,6,20,0
136,18,PROFILE-0119,6,40,0
136,19,PROFILE-0152,6,3,0
136,20,PROFILE-0107,6,8,0
136,21,PROFILE-0110,6,11,0
137,1,PROFILE-0108,6,5,0
137,2,PROFILE-0071,6,5,0
137,3,PROFILE-0130,6,9,0
137,4,PROFILE-0108,6,2,0
137,5,PROFILE-0109,6,2,0
137,6,PROFILE-0071,6,2,0
137,7,PROFILE-0151,6,2,0
137,8,PROFILE-0152,6,2,0
137,9,PROFILE-0153,6,2,0
137,10,PROFILE-0107,6,3,0
137,11,PROFILE-0110,6,3,0
137,12,PROFILE-0111,6,3,0
137,13,PROFILE-0064,6,4,0
137,14,PROFILE-0159,6,4,0
137,15,PROFILE-0118,6,2,0
137,16,PROFILE-0104,6,2,0
137,17,PROFILE-0119,6,3,0
138,1,PROFILE-0082,6,20,0
138,2,PROFILE-0105,6,26,0
138,3,PROFILE-0153,6,3,0
138,4,PROFILE-0153,6,20,0
138,5,PROFILE-0109,6,20,0
138,6,PROFILE-0186,6,2,0
138,7,PROFILE-0188,6,25,0
138,8,PROFILE-0109,6,4,0
138,9,PROFILE-0111,6,13,0
139,1,PROFILE-0117,6,6,0
139,2,PROFILE-0082,6,100,0
139,3,PROFILE-0150,6,8,0
139,4,PROFILE-0152,6,21,0
139,5,PROFILE-0155,6,21,0
139,6,PROFILE-0110,6,21,0
139,7,PROFILE-0148,6,30,0
139,8,PROFILE-0105,6,30,0
139,9,PROFILE-0148,4,50,0
139,10,PROFILE-0105,4,50,0
140,1,PROFILE-0082,6,11,0
140,2,PROFILE-0175,6,17,0
140,3,PROFILE-0006,6,3,0
141,1,PROFILE-0108,6,15,0
141,2,PROFILE-0104,6,2,0
141,3,PROFILE-0111,6,11,0
141,4,PROFILE-0109,6,5,0
141,5,PROFILE-0108,6,30,0
141,6,PROFILE-0109,6,10,0
141,7,PROFILE-0111,6,90,0
141,8,PROFILE-0104,6,70,0
142,1,PROFILE-0186,6,30,0
142,2,PROFILE-0184,6,25,0
143,1,PROFILE-0132,6,38,0
144,1,PROFILE-0105,4.65,34,0
144,2,PROFILE-0112,6,60,0
144,3,PROFILE-0128,6,18,0
144,4,PROFILE-0184,6,115,0
145,1,PROFILE-0081,6,263,0
145,2,PROFILE-0112,6,20,0
145,3,PROFILE-0150,6,3,0
145,4,PROFILE-0080,6,10,0
145,5,PROFILE-0106,6,13,0
145,6,PROFILE-0106,4,16,0
145,7,PROFILE-0162,6,22,0
145,8,PROFILE-0108,6,20,0
146,1,PROFILE-0133,5,100,0
147,1,PROFILE-0082,6,57,0
147,2,PROFILE-0080,6,91,0
147,3,PROFILE-0078,6,97,0
147,4,PROFILE-0077,6,86,0
147,5,PROFILE-0074,6,50,0
147,6,PROFILE-0081,6,95,0
147,7,PROFILE-0180,6,50,0
148,1,PROFILE-0161,6,3,0
148,2,PROFILE-0157,6,2,0
148,3,PROFILE-0125,6,34,0
148,4,PROFILE-0117,6,27,0
148,5,PROFILE-0160,6,1,0
148,6,PROFILE-0163,6,2,0
148,7,PROFILE-0107,6,20,0
148,8,PROFILE-0113,6,20,0
148,9,PROFILE-0106,4,37,0
148,10,PROFILE-0130,6,100,0
149,1,PROFILE-0138,4,25,0
149,2,PROFILE-0139,4,21,0
150,1,PROFILE-0149,6.2,30,0
150,2,PROFILE-0149,4.65,6,0
150,3,PROFILE-0113,6,60,0
150,4,PROFILE-0181,6,6,0
150,5,PROFILE-0109,6,1,0
150,6,PROFILE-0111,6,2,0
150,7,PROFILE-0186,4,18,0
150,8,PROFILE-0107,6,77,0
150,9,PROFILE-0108,6,11,0
150,10,PROFILE-0110,6,5,0
150,11,PROFILE-0130,6,92,0
150,12,PROFILE-0175,6,10,0
151,1,PROFILE-0107,6,37,0
151,2,PROFILE-0108,6,20,0
151,3,PROFILE-0113,6,4,0
151,4,PROFILE-0130,6,2,0
151,5,PROFILE-0139,4,5,0
151,6,PROFILE-0111,6,20,0
151,7,PROFILE-0151,6,20,0
152,1,PROFILE-0156,6,14,0
152,2,PROFILE-0115,6,20,0
153,1,PROFILE-0133,5,23,0
154,1,PROFILE-0132,6,14,0
155,1,PROFILE-0125,6,34,0
155,2,PROFILE-0120,6,5,0
155,3,PROFILE-0161,6,3,0
155,4,PROFILE-0160,6,1,0
155,5,PROFILE-0163,6,2,0
155,6,PROFILE-0150,6,5,0
155,7,PROFILE-0151,6,1,0
155,8,PROFILE-0165,6,6,0
156,1,PROFILE-0177,6,20,0
156,2,PROFILE-0149,4.65,31,0
156,3,PROFILE-0105,4.65,4,0
156,5,PROFILE-0150,6,20,0
156,6,PROFILE-0156,6,20,0
156,7,PROFILE-0115,6,20,0
157,1,PROFILE-0149,6.2,1,0
157,2,PROFILE-0151,6,30,0
158,1,PROFILE-0077,6,1,0
158,2,PROFILE-0150,6,1,0
158,3,PROFILE-0116,6,25,0
158,4,PROFILE-0157,6,17,0
158,5,PROFILE-0162,6,26,0
158,6,PROFILE-0169,6,44,0
158,7,PROFILE-0161,6,50,0
158,8,PROFILE-0130,6,2,0
159,1,PROFILE-0109,6,29,0
159,2,PROFILE-0112,6,90,0
159,3,PROFILE-0151,6,50,0
159,4,PROFILE-0152,6,25,0
159,5,PROFILE-0153,6,25,0
159,6,PROFILE-0110,6,50,0
159,7,PROFILE-0111,6,180,0
159,8,PROFILE-0104,6,17,0
159,9,PROFILE-0119,6,12,0
159,10,PROFILE-0177,6,37,0
159,11,PROFILE-0078,6,3,0
159,12,PROFILE-0081,6,2,0
160,1,PROFILE-0177,6,20,0
160,2,PROFILE-0081,6,246,0
160,3,PROFILE-0079,6,2,0
160,4,PROFILE-0083,6,3,0
